CLIENTE,PRODUCTO,PRECIO,CANTIDAD,CIUDAD,VENDEDOR,FECHA,ESTADO,VALOR_VENTA,COMISION,CATEGORIA
Diego Ramírez,Tomate enlatado 400g,1.79,4,Villavicencio,Daniela F.,2025-04-17,Cerrado,7.16,0.36,Lácteos
Laura Mendoza,Pan 500g,0.97,2,Cali,María V.,2024-10-11,Cerrado,1.94,0.1,Alimentos
Marta Aguilar,Cereal 300g,3.3,3,Barranquilla,Carlos T.,2024-10-13,Cerrado,9.9,0.5,Bebidas no alcohólicas
Isabella Ortiz,Café 250g,6.9,14,Villavicencio,Santiago Q.,2025-07-16,Cerrado,96.6,4.83,Bebidas
Valentina Silva,Cereal 300g,3.48,1,Cartagena,Andrea C.,2025-07-01,Cerrado,3.48,0.17,Carnes
Patricia Morales,Pasta 500g,2.08,1,Sincelejo,Camila R.,2025-05-20,Cerrado,2.08,0.1,Alimentos
Ricardo Castro,Atún 170g,2.34,1,Pereira,Santiago Q.,2025-05-27,Cerrado,2.34,0.12,Bebidas
Héctor Suarez,Tomate enlatado 400g,1.72,4,Montería,Natalia M.,2025-05-18,Cerrado,6.88,0.34,Abarrotes
Gabriel Navarro,Detergente 1kg,7.16,3,Cali,Carlos T.,2025-01-24,Cerrado,21.48,1.07,Limpieza
Valentina Silva,Arroz 1kg,3.77,11,Cali,Luis P.,2025-09-11,Cerrado,41.47,2.07,Panadería
Héctor Suarez,Arroz 1kg,4.52,5,Santa Marta,Daniela F.,2025-03-26,Cerrado,22.6,1.13,Lácteos
Óscar Herrera,Pollo 1kg,8.68,24,Neiva,Andrea C.,2025-04-21,Pendiente,208.32,10.42,Bebidas
Laura Mendoza,Arroz 1kg,4.01,2,Villavicencio,Santiago Q.,2025-02-10,Cerrado,8.02,0.4,Bebidas
Luisa Fernández,Galletas 200g,1.8,1,Medellín,Andrea C.,2025-02-04,Cerrado,1.8,0.09,Panadería
Isabella Ortiz,Pasta 500g,1.52,3,Cali,Camila R.,2025-07-08,Cerrado,4.56,0.23,Limpieza
Carlos Pérez,Café 250g,6.61,1,Neiva,Camila R.,2025-02-07,Cerrado,6.61,0.33,Limpieza
María Rodríguez,Azúcar 1kg,3.55,5,Ibagué,María V.,2025-08-20,Cerrado,17.75,0.89,Congelados
Sofía López,Huevos 12u,2.24,4,Montería,Luis P.,2025-07-06,Pendiente,8.96,0.45,Carnes
Isabella Ortiz,Detergente 1kg,4.97,4,Manizales,Carlos T.,2025-05-12,Pendiente,19.88,0.99,Bebidas
Valentina Silva,Leche 1L,2.55,11,Villavicencio,Natalia M.,2025-09-14,Cerrado,28.05,1.4,Carnes
Sofía López,Jabón 500g,2.03,5,Bogotá,Diego S.,2025-08-14,Pendiente,10.15,0.51,Panadería
María Rodríguez,Café 250g,4.67,8,Cúcuta,Diego S.,2025-06-30,Pendiente,37.36,1.87,Abarrotes
Jorge Martínez,Jabón 500g,2.3,14,Ibagué,Diego S.,2025-08-05,Cerrado,32.2,1.61,Congelados
Isabella Ortiz,Café 250g,6.74,1,Cartagena,Daniela F.,2025-07-19,Cerrado,6.74,0.34,Bebidas no alcohólicas
Ana García,Azúcar 1kg,2.77,15,Sincelejo,Juan L.,2025-08-03,Cerrado,41.55,2.08,Alimentos
Isabella Ortiz,Harina 1kg,2.95,4,Pereira,Luis P.,2025-04-02,Cerrado,11.8,0.59,Alimentos
Carlos Pérez,Leche 1L,2.61,2,Bogotá,Diego S.,2025-06-08,Cerrado,5.22,0.26,Bebidas
Andrés Díaz,Pasta 500g,1.61,4,Santa Marta,Carlos T.,2025-09-02,Pendiente,6.44,0.32,Snacks
Valentina Silva,Azúcar 1kg,2.97,4,Bucaramanga,Luis P.,2025-06-18,Pendiente,11.88,0.59,Carnes
Valentina Silva,Aceite 1L,7.5,4,Bucaramanga,María V.,2025-04-26,Cerrado,30.0,1.5,Limpieza
Jorge Martínez,Pan 500g,1.33,11,Villavicencio,Luis P.,2024-10-23,Cerrado,14.63,0.73,Bebidas no alcohólicas
Patricia Morales,Tomate enlatado 400g,1.45,1,Cúcuta,Camila R.,2025-01-23,Cerrado,1.45,0.07,Lácteos
Cecilia Torres,Aceite 1L,7.1,6,Bogotá,Camila R.,2025-07-15,Cerrado,42.6,2.13,Lácteos
Laura Mendoza,Galletas 200g,1.85,4,Montería,Daniela F.,2025-09-20,Cerrado,7.4,0.37,Abarrotes
Ricardo Castro,Pollo 1kg,6.74,5,Manizales,Santiago Q.,2025-08-13,Cerrado,33.7,1.69,Bebidas no alcohólicas
Patricia Morales,Pollo 1kg,7.56,11,Villavicencio,Luis P.,2025-05-10,Cerrado,83.16,4.16,Snacks
María Rodríguez,Cereal 300g,3.73,4,Montería,Andrea C.,2025-08-07,Cerrado,14.92,0.75,Carnes
Ricardo Castro,Arroz 1kg,4.58,1,Montería,Andrea C.,2024-10-18,Cerrado,4.58,0.23,Panadería
Sofía López,Detergente 1kg,6.3,4,Pereira,Carlos T.,2025-05-06,Cerrado,25.2,1.26,Carnes
Laura Mendoza,Jabón 500g,2.46,2,Neiva,Luis P.,2025-02-09,Cerrado,4.92,0.25,Limpieza
María Rodríguez,Atún 170g,2.25,11,Sincelejo,Carlos T.,2025-09-07,Cerrado,24.75,1.24,Limpieza
Isabella Ortiz,Queso 250g,5.01,3,Cartagena,Daniela F.,2025-04-02,Cerrado,15.03,0.75,Bebidas no alcohólicas
Marta Aguilar,Azúcar 1kg,3.56,4,Pereira,Daniela F.,2025-08-25,Cerrado,14.24,0.71,Snacks
Héctor Suarez,Yogur 120g,0.89,6,Neiva,Juan L.,2025-02-05,Cerrado,5.34,0.27,Lácteos
Diego Ramírez,Galletas 200g,1.95,8,Cúcuta,Diego S.,2025-04-20,Cerrado,15.6,0.78,Abarrotes
Gabriel Navarro,Queso 250g,4.56,15,Santa Marta,Camila R.,2025-04-16,Cerrado,68.4,3.42,Bebidas no alcohólicas
Luisa Fernández,Mantequilla 200g,4.31,3,Cartagena,Camila R.,2024-09-30,Cerrado,12.93,0.65,Congelados
Jorge Martínez,Pan 500g,1.21,3,Neiva,Juan L.,2025-07-17,Cerrado,3.63,0.18,Congelados
Ricardo Castro,Harina 1kg,3.04,28,Neiva,Natalia M.,2025-05-04,Cerrado,85.12,4.26,Panadería
Ana García,Atún 170g,2.52,2,Ibagué,Carlos T.,2025-02-02,Cerrado,5.04,0.25,Panadería
Óscar Herrera,Azúcar 1kg,2.96,2,Pereira,Luis P.,2025-06-22,Cerrado,5.92,0.3,Bebidas
Gabriel Navarro,Detergente 1kg,6.48,1,Neiva,Luis P.,2025-02-01,Cerrado,6.48,0.32,Abarrotes
Marta Aguilar,Queso 250g,4.53,12,Bucaramanga,Daniela F.,2025-05-27,Cerrado,54.36,2.72,Lácteos
Carlos Pérez,Huevos 12u,2.73,5,Pereira,Santiago Q.,2025-02-14,Cerrado,13.65,0.68,Bebidas no alcohólicas
Luisa Fernández,Galletas 200g,2.21,3,Cali,Daniela F.,2025-03-05,Cerrado,6.63,0.33,Alimentos
Luisa Fernández,Café 250g,5.63,1,Cali,Juan L.,2024-11-25,Cerrado,5.63,0.28,Limpieza
Marta Aguilar,Huevos 12u,2.06,2,Montería,Andrea C.,2025-04-04,Cerrado,4.12,0.21,Limpieza
Patricia Morales,Pollo 1kg,6.04,11,Montería,María V.,2025-04-22,Pendiente,66.44,3.32,Congelados
Luisa Fernández,Queso 250g,3.8,12,Manizales,Andrea C.,2025-04-25,Cancelado,45.6,2.28,Limpieza
Patricia Morales,Huevos 12u,2.49,5,Barranquilla,Andrea C.,2024-10-24,Cerrado,12.45,0.62,Carnes
Patricia Morales,Pan 500g,1.18,5,Cali,Andrea C.,2025-09-23,Cerrado,5.9,0.3,Panadería
Andrés Díaz,Leche 1L,2.87,1,Pereira,Juan L.,2024-10-24,Cerrado,2.87,0.14,Lácteos
Gabriel Navarro,Salsa de tomate 400g,1.46,2,Medellín,Carlos T.,2025-07-24,Cerrado,2.92,0.15,Congelados
Patricia Morales,Pan 500g,1.14,7,Cúcuta,Camila R.,2025-06-04,Cerrado,7.98,0.4,Abarrotes
Ana García,Pasta 500g,1.88,2,Bucaramanga,Diego S.,2025-09-18,Pendiente,3.76,0.19,Alimentos
Valentina Silva,Azúcar 1kg,3.49,1,Cali,Natalia M.,2025-09-21,Cerrado,3.49,0.17,Alimentos
Isabella Ortiz,Pan 500g,1.39,37,Bogotá,Carlos T.,2025-06-07,Cerrado,51.43,2.57,Lácteos
Gabriel Navarro,Aceite 1L,7.58,19,Neiva,Diego S.,2025-03-05,Cerrado,144.02,7.2,Limpieza
Isabella Ortiz,Harina 1kg,3.85,10,Cúcuta,Santiago Q.,2025-08-13,Cerrado,38.5,1.92,Bebidas no alcohólicas
Valentina Silva,Cereal 300g,4.24,3,Sincelejo,María V.,2025-01-02,Cerrado,12.72,0.64,Bebidas no alcohólicas
Marta Aguilar,Jabón 500g,2.57,11,Cúcuta,Santiago Q.,2025-05-18,Cerrado,28.27,1.41,Alimentos
Patricia Morales,Pollo 1kg,7.95,1,Santa Marta,Santiago Q.,2025-08-20,Cancelado,7.95,0.4,Bebidas no alcohólicas
Carlos Pérez,Pollo 1kg,7.96,5,Bogotá,Andrea C.,2025-01-29,Cerrado,39.8,1.99,Alimentos
Carlos Pérez,Salsa de tomate 400g,1.97,2,Sincelejo,Santiago Q.,2025-06-25,Cerrado,3.94,0.2,Alimentos
Gabriel Navarro,Tomate enlatado 400g,1.64,7,Cúcuta,Camila R.,2025-07-21,Cerrado,11.48,0.57,Congelados
Jorge Martínez,Salsa de tomate 400g,1.71,4,Santa Marta,Andrea C.,2025-01-02,Cerrado,6.84,0.34,Carnes
Carlos Pérez,Salsa de tomate 400g,1.75,6,Bogotá,María V.,2025-03-25,Cerrado,10.5,0.52,Panadería
Sofía López,Tomate enlatado 400g,1.4,32,Bucaramanga,Natalia M.,2025-09-09,Cerrado,44.8,2.24,Congelados
Patricia Morales,Galletas 200g,1.71,4,Villavicencio,Camila R.,2024-10-24,Cerrado,6.84,0.34,Bebidas
Diego Ramírez,Galletas 200g,2.22,3,Santa Marta,María V.,2025-09-17,Cerrado,6.66,0.33,Carnes
Gabriel Navarro,Aceite 1L,8.54,1,Neiva,Luis P.,2025-09-14,Cerrado,8.54,0.43,Carnes
Marta Aguilar,Cereal 300g,3.54,21,Manizales,Diego S.,2025-03-08,Cerrado,74.34,3.72,Limpieza
Ana García,Leche 1L,2.5,3,Medellín,Luis P.,2025-05-16,Pendiente,7.5,0.38,Panadería
María Rodríguez,Tomate enlatado 400g,1.44,14,Bucaramanga,María V.,2025-07-04,Cerrado,20.16,1.01,Snacks
Jorge Martínez,Salsa de tomate 400g,1.84,3,Villavicencio,Natalia M.,2025-04-05,Cerrado,5.52,0.28,Panadería
Sofía López,Atún 170g,2.11,7,Manizales,Diego S.,2025-08-27,Cerrado,14.77,0.74,Lácteos
Diego Ramírez,Arroz 1kg,4.05,7,Cúcuta,Juan L.,2025-02-06,Cerrado,28.35,1.42,Abarrotes
María Rodríguez,Detergente 1kg,4.81,7,Cartagena,María V.,2025-06-27,Cerrado,33.67,1.68,Abarrotes
Laura Mendoza,Detergente 1kg,5.92,3,Santa Marta,Santiago Q.,2024-11-27,Cerrado,17.76,0.89,Carnes
Diego Ramírez,Arroz 1kg,4.76,5,Santa Marta,Daniela F.,2024-10-07,Pendiente,23.8,1.19,Alimentos
Felipe Rojas,Huevos 12u,2.9,1,Cúcuta,Diego S.,2025-05-29,Cerrado,2.9,0.14,Carnes
Ricardo Castro,Mantequilla 200g,4.29,34,Cartagena,María V.,2025-01-09,Pendiente,145.86,7.29,Limpieza
Ricardo Castro,Detergente 1kg,7.12,4,Neiva,María V.,2025-06-06,Cerrado,28.48,1.42,Lácteos
María Rodríguez,Mantequilla 200g,3.82,10,Cúcuta,Natalia M.,2025-09-01,Cerrado,38.2,1.91,Bebidas
Jorge Martínez,Café 250g,6.05,1,Barranquilla,Santiago Q.,2025-06-29,Pendiente,6.05,0.3,Congelados
Felipe Rojas,Atún 170g,1.9,3,Neiva,Luis P.,2025-04-22,Cerrado,5.7,0.29,Bebidas no alcohólicas
Patricia Morales,Queso 250g,4.88,1,Sincelejo,Luis P.,2025-01-22,Cerrado,4.88,0.24,Panadería
Carlos Pérez,Aceite 1L,7.24,5,Cúcuta,Diego S.,2025-07-04,Cerrado,36.2,1.81,Bebidas no alcohólicas
Andrés Díaz,Pasta 500g,1.62,4,Ibagué,Santiago Q.,2025-04-08,Cerrado,6.48,0.32,Limpieza
Patricia Morales,Mantequilla 200g,4.21,11,Cúcuta,Diego S.,2025-07-23,Cerrado,46.31,2.32,Alimentos
Ricardo Castro,Galletas 200g,1.73,3,Villavicencio,Luis P.,2024-10-30,Cancelado,5.19,0.26,Congelados
Óscar Herrera,Galletas 200g,2.31,15,Medellín,María V.,2024-10-04,Cerrado,34.65,1.73,Panadería
Juan Gómez,Pollo 1kg,6.2,5,Santa Marta,Camila R.,2024-10-13,Cerrado,31.0,1.55,Abarrotes
Laura Mendoza,Queso 250g,4.43,1,Bucaramanga,Juan L.,2025-03-19,Cerrado,4.43,0.22,Carnes
Cecilia Torres,Café 250g,6.64,1,Santa Marta,Camila R.,2025-05-15,Pendiente,6.64,0.33,Bebidas no alcohólicas
Felipe Rojas,Detergente 1kg,5.34,13,Villavicencio,Andrea C.,2025-08-01,Cerrado,69.42,3.47,Lácteos
Héctor Suarez,Pollo 1kg,6.06,14,Sincelejo,María V.,2025-05-06,Cerrado,84.84,4.24,Bebidas no alcohólicas
Luisa Fernández,Jabón 500g,2.05,4,Medellín,Diego S.,2025-02-22,Cerrado,8.2,0.41,Lácteos
Ricardo Castro,Huevos 12u,2.16,2,Neiva,Diego S.,2025-07-01,Cerrado,4.32,0.22,Carnes
María Rodríguez,Pan 500g,1.14,4,Santa Marta,Natalia M.,2025-01-20,Cerrado,4.56,0.23,Lácteos
Luisa Fernández,Azúcar 1kg,3.69,7,Cartagena,Diego S.,2025-02-05,Cerrado,25.83,1.29,Bebidas no alcohólicas
Ricardo Castro,Café 250g,6.72,13,Bucaramanga,Juan L.,2025-03-02,Cerrado,87.36,4.37,Congelados
Juan Gómez,Atún 170g,2.34,1,Medellín,María V.,2024-10-31,Pendiente,2.34,0.12,Bebidas no alcohólicas
Luisa Fernández,Salsa de tomate 400g,1.5,1,Sincelejo,María V.,2024-11-23,Cerrado,1.5,0.08,Alimentos
Jorge Martínez,Cereal 300g,4.79,9,Bogotá,Diego S.,2025-02-13,Cerrado,43.11,2.16,Carnes
Laura Mendoza,Pan 500g,1.33,50,Bucaramanga,María V.,2025-01-19,Pendiente,66.5,3.32,Abarrotes
Cecilia Torres,Cereal 300g,3.37,3,Pereira,Diego S.,2025-01-23,Cerrado,10.11,0.51,Lácteos
Cecilia Torres,Salsa de tomate 400g,1.72,11,Sincelejo,Daniela F.,2025-05-24,Cerrado,18.92,0.95,Bebidas no alcohólicas
Isabella Ortiz,Pasta 500g,1.51,12,Barranquilla,María V.,2025-05-06,Cerrado,18.12,0.91,Limpieza
Marta Aguilar,Queso 250g,5.36,1,Montería,Daniela F.,2025-04-25,Cancelado,5.36,0.27,Abarrotes
Carlos Pérez,Atún 170g,2.03,2,Barranquilla,Luis P.,2025-04-30,Cerrado,4.06,0.2,Limpieza
Valentina Silva,Huevos 12u,2.24,3,Pereira,Daniela F.,2025-07-11,Cerrado,6.72,0.34,Snacks
Cecilia Torres,Yogur 120g,0.68,3,Barranquilla,Diego S.,2025-09-25,Pendiente,2.04,0.1,Panadería
Carlos Pérez,Salsa de tomate 400g,1.51,1,Cali,Natalia M.,2025-09-21,Cerrado,1.51,0.08,Snacks
Felipe Rojas,Arroz 1kg,4.5,5,Manizales,Camila R.,2025-07-21,Cerrado,22.5,1.12,Lácteos
Gabriel Navarro,Cereal 300g,4.4,2,Cali,Natalia M.,2024-11-08,Cancelado,8.8,0.44,Abarrotes
Sofía López,Pollo 1kg,6.44,2,Santa Marta,Carlos T.,2025-05-02,Cancelado,12.88,0.64,Panadería
Isabella Ortiz,Huevos 12u,2.25,2,Bucaramanga,Diego S.,2025-05-11,Cerrado,4.5,0.22,Lácteos
Felipe Rojas,Arroz 1kg,4.02,4,Medellín,Andrea C.,2024-12-02,Cerrado,16.08,0.8,Lácteos
Ricardo Castro,Mantequilla 200g,3.7,1,Bogotá,Daniela F.,2024-12-05,Cerrado,3.7,0.19,Snacks
Diego Ramírez,Arroz 1kg,4.31,3,Barranquilla,Camila R.,2025-02-14,Pendiente,12.93,0.65,Bebidas
Juan Gómez,Tomate enlatado 400g,1.58,4,Montería,María V.,2024-12-31,Cerrado,6.32,0.32,Lácteos
Ricardo Castro,Café 250g,6.65,2,Cali,Andrea C.,2025-08-05,Cerrado,13.3,0.66,Lácteos
Isabella Ortiz,Leche 1L,2.98,14,Ibagué,María V.,2025-05-29,Cerrado,41.72,2.09,Alimentos
Ana García,Pan 500g,1.09,1,Ibagué,Diego S.,2025-04-22,Cerrado,1.09,0.05,Panadería
Laura Mendoza,Queso 250g,5.06,12,Sincelejo,Andrea C.,2024-12-16,Cerrado,60.72,3.04,Lácteos
Luisa Fernández,Pan 500g,1.29,1,Medellín,Carlos T.,2025-09-09,Cerrado,1.29,0.06,Carnes
Andrés Díaz,Galletas 200g,1.8,2,Santa Marta,Luis P.,2025-01-24,Cerrado,3.6,0.18,Abarrotes
Carlos Pérez,Atún 170g,2.23,3,Villavicencio,Daniela F.,2025-07-28,Cerrado,6.69,0.33,Lácteos
Cecilia Torres,Queso 250g,5.13,2,Cartagena,Daniela F.,2025-05-26,Cerrado,10.26,0.51,Lácteos
Marta Aguilar,Café 250g,4.89,1,Medellín,Andrea C.,2025-07-07,Cancelado,4.89,0.24,Alimentos
Felipe Rojas,Jabón 500g,2.98,1,Bucaramanga,Camila R.,2025-01-28,Cerrado,2.98,0.15,Limpieza
María Rodríguez,Aceite 1L,6.45,4,Sincelejo,Santiago Q.,2024-11-05,Pendiente,25.8,1.29,Lácteos
Jorge Martínez,Aceite 1L,6.4,15,Pereira,Natalia M.,2025-08-23,Cancelado,96.0,4.8,Congelados
Isabella Ortiz,Azúcar 1kg,2.99,2,Medellín,Natalia M.,2024-11-01,Cerrado,5.98,0.3,Carnes
Gabriel Navarro,Galletas 200g,2.05,1,Bucaramanga,Andrea C.,2024-11-22,Cerrado,2.05,0.1,Bebidas
Marta Aguilar,Salsa de tomate 400g,1.68,2,Cúcuta,Carlos T.,2025-03-09,Cerrado,3.36,0.17,Limpieza
Gabriel Navarro,Pasta 500g,1.7,4,Bucaramanga,Carlos T.,2024-10-04,Cerrado,6.8,0.34,Limpieza
Diego Ramírez,Jabón 500g,2.31,3,Cali,Juan L.,2024-12-02,Cerrado,6.93,0.35,Carnes
Isabella Ortiz,Mantequilla 200g,3.14,44,Medellín,Andrea C.,2025-01-27,Cerrado,138.16,6.91,Panadería
Héctor Suarez,Azúcar 1kg,3.39,4,Neiva,Luis P.,2025-06-18,Pendiente,13.56,0.68,Carnes
Gabriel Navarro,Aceite 1L,9.5,10,Sincelejo,Andrea C.,2024-11-05,Cerrado,95.0,4.75,Alimentos
Juan Gómez,Mantequilla 200g,4.16,3,Sincelejo,Luis P.,2025-06-15,Pendiente,12.48,0.62,Bebidas no alcohólicas
Gabriel Navarro,Cereal 300g,3.76,4,Santa Marta,Diego S.,2025-03-02,Cerrado,15.04,0.75,Snacks
Héctor Suarez,Jabón 500g,2.69,4,Pereira,Natalia M.,2025-02-20,Cerrado,10.76,0.54,Abarrotes
Héctor Suarez,Pasta 500g,1.95,7,Ibagué,María V.,2025-09-18,Cerrado,13.65,0.68,Lácteos
Gabriel Navarro,Queso 250g,5.16,1,Cartagena,Natalia M.,2025-04-07,Cerrado,5.16,0.26,Panadería
Héctor Suarez,Pasta 500g,1.93,11,Ibagué,Daniela F.,2025-05-13,Cerrado,21.23,1.06,Limpieza
Gabriel Navarro,Galletas 200g,2.14,2,Santa Marta,Andrea C.,2025-03-31,Cerrado,4.28,0.21,Alimentos
Carlos Pérez,Arroz 1kg,4.18,3,Pereira,Daniela F.,2025-01-25,Cerrado,12.54,0.63,Lácteos
Ricardo Castro,Leche 1L,2.86,2,Cali,Santiago Q.,2025-01-07,Cerrado,5.72,0.29,Lácteos
Marta Aguilar,Harina 1kg,3.35,3,Medellín,Daniela F.,2025-01-31,Cerrado,10.05,0.5,Abarrotes
Isabella Ortiz,Harina 1kg,3.59,4,Villavicencio,Carlos T.,2024-10-12,Cerrado,14.36,0.72,Alimentos
Sofía López,Huevos 12u,2.86,3,Bucaramanga,Santiago Q.,2025-02-22,Cerrado,8.58,0.43,Abarrotes
Diego Ramírez,Leche 1L,2.79,1,Neiva,Santiago Q.,2025-02-13,Cerrado,2.79,0.14,Bebidas
Óscar Herrera,Mantequilla 200g,2.95,1,Montería,Daniela F.,2024-10-23,Cerrado,2.95,0.15,Congelados
Luisa Fernández,Pollo 1kg,7.71,13,Ibagué,Camila R.,2024-11-12,Pendiente,100.23,5.01,Alimentos
Ana García,Arroz 1kg,3.96,4,Ibagué,María V.,2024-11-26,Cerrado,15.84,0.79,Limpieza
Óscar Herrera,Atún 170g,2.06,4,Pereira,Daniela F.,2024-12-20,Cerrado,8.24,0.41,Lácteos
Laura Mendoza,Pan 500g,1.06,8,Villavicencio,Carlos T.,2025-09-04,Cerrado,8.48,0.42,Limpieza
Sofía López,Arroz 1kg,4.13,3,Santa Marta,Natalia M.,2025-07-09,Cerrado,12.39,0.62,Abarrotes
Sofía López,Arroz 1kg,4.45,1,Neiva,Daniela F.,2025-03-11,Cerrado,4.45,0.22,Bebidas
Felipe Rojas,Atún 170g,2.11,13,Villavicencio,Luis P.,2024-10-18,Pendiente,27.43,1.37,Alimentos
Ricardo Castro,Aceite 1L,7.78,4,Ibagué,Luis P.,2025-06-02,Cerrado,31.12,1.56,Panadería
Héctor Suarez,Arroz 1kg,3.96,2,Santa Marta,Natalia M.,2025-07-10,Cerrado,7.92,0.4,Bebidas
Jorge Martínez,Huevos 12u,2.34,2,Ibagué,Santiago Q.,2025-08-14,Cerrado,4.68,0.23,Abarrotes
Óscar Herrera,Yogur 120g,0.89,2,Manizales,Santiago Q.,2025-04-20,Cerrado,1.78,0.09,Abarrotes
Carlos Pérez,Tomate enlatado 400g,1.67,5,Ibagué,Juan L.,2025-07-24,Cerrado,8.35,0.42,Abarrotes
Cecilia Torres,Galletas 200g,2.25,4,Medellín,Carlos T.,2024-11-10,Cerrado,9.0,0.45,Snacks
Ana García,Yogur 120g,0.72,14,Medellín,Diego S.,2025-02-09,Cerrado,10.08,0.5,Panadería
Ana García,Azúcar 1kg,3.25,4,Santa Marta,Andrea C.,2025-05-11,Cerrado,13.0,0.65,Alimentos
Patricia Morales,Huevos 12u,2.02,5,Manizales,Carlos T.,2025-04-25,Cerrado,10.1,0.5,Bebidas no alcohólicas
Juan Gómez,Cereal 300g,3.44,2,Cartagena,Santiago Q.,2024-10-07,Cancelado,6.88,0.34,Carnes
Héctor Suarez,Harina 1kg,3.45,4,Cúcuta,Natalia M.,2025-08-21,Cerrado,13.8,0.69,Alimentos
Luisa Fernández,Jabón 500g,2.67,4,Pereira,Diego S.,2025-02-18,Cerrado,10.68,0.53,Carnes
Marta Aguilar,Huevos 12u,2.87,5,Cúcuta,Camila R.,2025-08-29,Pendiente,14.35,0.72,Limpieza
Patricia Morales,Tomate enlatado 400g,1.46,5,Neiva,Luis P.,2025-07-11,Cerrado,7.3,0.36,Limpieza
Ana García,Café 250g,6.81,2,Pereira,Natalia M.,2024-12-27,Cerrado,13.62,0.68,Carnes
Óscar Herrera,Café 250g,5.27,2,Villavicencio,María V.,2025-08-30,Pendiente,10.54,0.53,Abarrotes
Ricardo Castro,Galletas 200g,2.29,9,Pereira,Luis P.,2025-06-30,Cancelado,20.61,1.03,Congelados
Cecilia Torres,Salsa de tomate 400g,1.83,5,Ibagué,Natalia M.,2025-09-10,Cerrado,9.15,0.46,Carnes
Luisa Fernández,Huevos 12u,2.89,4,Cartagena,Diego S.,2025-02-20,Cancelado,11.56,0.58,Bebidas
Felipe Rojas,Leche 1L,2.32,1,Cartagena,Daniela F.,2025-04-05,Cerrado,2.32,0.12,Bebidas
Óscar Herrera,Huevos 12u,2.08,4,Cartagena,Juan L.,2024-10-29,Pendiente,8.32,0.42,Bebidas no alcohólicas
Jorge Martínez,Aceite 1L,7.26,2,Bucaramanga,Camila R.,2025-05-31,Cerrado,14.52,0.73,Bebidas no alcohólicas
Carlos Pérez,Queso 250g,5.39,4,Neiva,Carlos T.,2025-06-26,Cerrado,21.56,1.08,Limpieza
Valentina Silva,Galletas 200g,2.15,13,Barranquilla,Carlos T.,2025-09-23,Cerrado,27.95,1.4,Abarrotes
Felipe Rojas,Jabón 500g,2.7,5,Santa Marta,Camila R.,2025-07-06,Cerrado,13.5,0.68,Abarrotes
Patricia Morales,Cereal 300g,3.45,10,Medellín,Carlos T.,2024-10-09,Pendiente,34.5,1.72,Bebidas
Patricia Morales,Tomate enlatado 400g,1.71,4,Medellín,Diego S.,2025-03-03,Cerrado,6.84,0.34,Limpieza
Patricia Morales,Pasta 500g,1.57,1,Barranquilla,Andrea C.,2024-11-18,Cerrado,1.57,0.08,Abarrotes
Andrés Díaz,Queso 250g,4.18,3,Neiva,Daniela F.,2025-01-24,Cerrado,12.54,0.63,Lácteos
Felipe Rojas,Atún 170g,2.15,7,Bucaramanga,María V.,2025-01-07,Cancelado,15.05,0.75,Snacks
Héctor Suarez,Galletas 200g,2.0,6,Villavicencio,Carlos T.,2025-05-25,Cerrado,12.0,0.6,Alimentos
Carlos Pérez,Yogur 120g,0.65,13,Manizales,María V.,2025-07-04,Cerrado,8.45,0.42,Panadería
Ana García,Pan 500g,1.33,4,Ibagué,Daniela F.,2024-10-20,Cerrado,5.32,0.27,Snacks
Laura Mendoza,Leche 1L,2.25,4,Cali,Natalia M.,2024-11-21,Cerrado,9.0,0.45,Bebidas
Cecilia Torres,Pollo 1kg,7.89,2,Medellín,Camila R.,2025-02-05,Cerrado,15.78,0.79,Bebidas no alcohólicas
Patricia Morales,Queso 250g,4.46,2,Sincelejo,Juan L.,2024-12-31,Cancelado,8.92,0.45,Bebidas
Andrés Díaz,Pasta 500g,1.73,4,Bucaramanga,María V.,2025-03-29,Pendiente,6.92,0.35,Lácteos
Valentina Silva,Aceite 1L,8.51,3,Ibagué,Diego S.,2025-03-13,Cerrado,25.53,1.28,Abarrotes
Óscar Herrera,Jabón 500g,2.15,1,Medellín,Natalia M.,2025-03-15,Cerrado,2.15,0.11,Alimentos
Valentina Silva,Salsa de tomate 400g,1.75,2,Cúcuta,Camila R.,2024-10-24,Pendiente,3.5,0.18,Abarrotes
Patricia Morales,Azúcar 1kg,3.34,4,Villavicencio,Natalia M.,2025-07-23,Cerrado,13.36,0.67,Lácteos
Héctor Suarez,Leche 1L,2.98,22,Barranquilla,Daniela F.,2025-08-30,Cerrado,65.56,3.28,Carnes
Gabriel Navarro,Mantequilla 200g,3.92,3,Medellín,María V.,2025-03-14,Cerrado,11.76,0.59,Bebidas no alcohólicas
Marta Aguilar,Huevos 12u,2.68,16,Ibagué,Daniela F.,2025-02-09,Pendiente,42.88,2.14,Carnes
Felipe Rojas,Queso 250g,4.26,42,Pereira,Daniela F.,2025-02-27,Cerrado,178.92,8.95,Bebidas
Cecilia Torres,Pollo 1kg,8.27,10,Montería,Santiago Q.,2025-03-17,Pendiente,82.7,4.14,Bebidas no alcohólicas
Óscar Herrera,Aceite 1L,9.13,3,Medellín,María V.,2025-02-26,Cerrado,27.39,1.37,Panadería
Ricardo Castro,Arroz 1kg,3.35,15,Montería,Daniela F.,2025-07-13,Cerrado,50.25,2.51,Bebidas
